!------------------------------------------------------------use with ALMA
! radius,    density,        rigidity      viscosity         use with ALMA
!  (m)       (kg/m^3)          (Pa)          (Pa.s)          use with ALMA
!------------------------------------------------------------use with ALMA
 '6371e3'    '4.120e3'       '0.730e11'     'infinity'  
 '6281e3'    '4.120e3'       '0.950e11'     '0.5e21' 
 '5951e3'    '4.220e3'       '1.100e11'     '1.e21'
 '5701e3'    '4.508e3'       '2.000e11'     '2.e21'
 '3480e3'    '10.925e3'      '0.e11'       '0.e21'
